date,val
07 Mai 2013,113.2
08 Mai 2013,112.8
09 Mai 2013,117.7
10 Mai 2013,115.64
10 Mai 2013,115.64
11 Mai 2013,114.82
12 Mai 2013,117.98
13 Mai 2013,111.4
14 Mai 2013,114.22
15 Mai 2013,118.21
16 Mai 2013,123.5
17 Mai 2013,123.21
18 Mai 2013,122.5
19 Mai 2013,122.02
20 Mai 2013,122.89
21 Mai 2013,123.8
22 Mai 2013,126.3
23 Mai 2013,133.1
24 Mai 2013,131.99
25 Mai 2013,133.5
26 Mai 2013,129.77
27 Mai 2013,129.0
28 Mai 2013,132.25
29 Mai 2013,128.8
30 Mai 2013,128.82
